CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RF_Score,Segment
13610.0,53,3,589.58,2,3,3,23,Loyal Customers
13611.0,18,3,781.87,4,3,3,43,Loyal Customers
13612.0,41,1,818.29,3,1,3,31,Potential Loyalists
13613.0,34,2,627.5,3,3,3,33,Loyal Customers
13615.0,30,2,1159.8400000000001,3,3,4,33,Loyal Customers
13616.0,99,1,182.25,1,1,1,11,Lost Customers
13619.0,82,1,102.74,1,1,1,11,Lost Customers
13622.0,105,1,658.95,1,1,3,11,Lost Customers
13623.0,96,2,1050.04,1,3,4,13,Loyal Customers
13625.0,5,1,301.26,4,1,2,41,New Customers
13627.0,48,1,304.4,2,1,2,21,Potential Loyalists
13628.0,84,1,310.14,1,1,2,11,Lost Customers
13629.0,13,2,1320.0,4,3,4,43,Loyal Customers
13632.0,20,1,366.19,3,1,2,31,Potential Loyalists
13634.0,44,3,697.07,2,3,3,23,Loyal Customers
13635.0,133,2,797.15,1,3,3,13,Loyal Customers
13640.0,19,1,405.0,3,1,2,31,Potential Loyalists
13641.0,49,5,1016.47,2,4,4,24,Loyal Customers
13643.0,49,2,455.25,2,3,2,23,Loyal Customers
13647.0,12,1,315.5,4,1,2,41,New Customers
13648.0,4,3,952.4,4,3,3,43,Loyal Customers
13650.0,91,1,505.13,1,1,3,11,Lost Customers
13652.0,60,1,393.96000000000004,2,1,2,21,Potential Loyalists
13654.0,54,2,258.68,2,3,2,23,Loyal Customers
13656.0,4,1,325.15,4,1,2,41,New Customers
13658.0,81,1,982.26,1,1,3,11,Lost Customers
13659.0,12,5,1866.75,4,4,4,44,Champions
13661.0,11,1,325.24,4,1,2,41,New Customers
13662.0,67,2,300.47,2,3,2,23,Loyal Customers
13663.0,55,1,545.45,2,1,3,21,Potential Loyalists
13666.0,144,1,19.5,1,1,1,11,Lost Customers
13668.0,18,6,2160.93,4,4,4,44,Champions
13672.0,139,1,233.53000000000003,1,1,1,11,Lost Customers
13676.0,27,1,128.3,3,1,1,31,Potential Loyalists
13679.0,7,2,179.55,4,3,1,43,Loyal Customers
13680.0,54,6,5643.63,2,4,4,24,Loyal Customers
13684.0,29,1,190.53,3,1,1,31,Potential Loyalists
13688.0,43,1,375.5,2,1,2,21,Potential Loyalists
13693.0,2,6,1160.07,4,4,4,44,Champions
13694.0,4,59,84711.17,4,4,4,44,Champions
13696.0,74,1,306.0,2,1,2,21,Potential Loyalists
13698.0,5,2,465.53000000000003,4,3,3,43,Loyal Customers
13700.0,76,2,81.55,2,3,1,23,Loyal Customers
13705.0,32,1,250.45,3,1,2,31,Potential Loyalists
13706.0,35,1,300.38,3,1,2,31,Potential Loyalists
13709.0,27,2,487.89000000000004,3,3,3,33,Loyal Customers
13710.0,21,1,228.0,3,1,1,31,Potential Loyalists
13711.0,35,5,1183.31,3,4,4,34,Loyal Customers
13712.0,19,1,537.58,3,1,3,31,Potential Loyalists
13715.0,46,1,848.03,2,1,3,21,Potential Loyalists
13722.0,54,1,664.54,2,1,3,21,Potential Loyalists
13723.0,19,1,320.23,3,1,2,31,Potential Loyalists
13724.0,45,1,213.01,2,1,1,21,Potential Loyalists
13727.0,20,6,746.57,3,4,3,34,Loyal Customers
13728.0,5,4,707.14,4,4,3,44,Champions
13729.0,92,1,357.88,1,1,2,11,Lost Customers
13733.0,143,1,149.10000000000002,1,1,1,11,Lost Customers
13734.0,11,1,279.6,4,1,2,41,New Customers
13735.0,18,4,2723.4700000000003,4,4,4,44,Champions
13736.0,142,1,720.79,1,1,3,11,Lost Customers
13740.0,146,1,311.69,1,1,2,11,Lost Customers
13748.0,146,1,173.1,1,1,1,11,Lost Customers
13750.0,25,1,313.1,3,1,2,31,Potential Loyalists
13753.0,6,3,1353.31,4,3,4,43,Loyal Customers
13756.0,61,3,601.28,2,3,3,23,Loyal Customers
13757.0,83,1,195.55,1,1,1,11,Lost Customers
13758.0,80,4,2995.65,1,4,4,14,Loyal Customers
13760.0,2,1,298.32,4,1,2,41,New Customers
13761.0,65,1,311.9,2,1,2,21,Potential Loyalists
13762.0,1,4,2165.76,4,4,4,44,Champions
13764.0,51,2,953.24,2,3,3,23,Loyal Customers
13765.0,62,1,352.821,2,1,2,21,Potential Loyalists
13767.0,30,11,5664.54,3,4,4,34,Loyal Customers
13768.0,135,2,875.97,1,3,3,13,Loyal Customers
13769.0,4,4,984.0500000000001,4,4,3,44,Champions
13770.0,54,2,264.33000000000004,2,3,2,23,Loyal Customers
13771.0,61,1,869.5600000000001,2,1,3,21,Potential Loyalists
13772.0,62,1,562.6,2,1,3,21,Potential Loyalists
13773.0,68,1,91.4,2,1,1,21,Potential Loyalists
13777.0,2,12,9666.26,4,4,4,44,Champions
13781.0,129,1,314.44,1,1,2,11,Lost Customers
13782.0,2,3,434.26,4,3,2,43,Loyal Customers
13783.0,48,2,985.4399999999999,2,3,3,23,Loyal Customers
13786.0,16,3,1933.64,4,3,4,43,Loyal Customers
13787.0,64,2,401.43,2,3,2,23,Loyal Customers
13793.0,55,1,96.0,2,1,1,21,Potential Loyalists
13795.0,46,1,222.5,2,1,1,21,Potential Loyalists
13797.0,56,1,354.49,2,1,2,21,Potential Loyalists
13798.0,1,20,11206.79,4,4,4,44,Champions
13799.0,16,2,762.57,4,3,3,43,Loyal Customers
13800.0,145,1,478.7,1,1,3,11,Lost Customers
13802.0,17,5,2489.21,4,4,4,44,Champions
13803.0,27,1,433.53000000000003,3,1,2,31,Potential Loyalists
13807.0,144,1,107.95,1,1,1,11,Lost Customers
13813.0,11,3,926.74,4,3,3,43,Loyal Customers
13815.0,74,1,738.86,2,1,3,21,Potential Loyalists
13819.0,77,3,1502.0,2,3,4,23,Loyal Customers
13820.0,55,2,394.42,2,3,2,23,Loyal Customers
13821.0,102,3,692.2,1,3,3,13,Loyal Customers
13823.0,47,3,1230.74,2,3,4,23,Loyal Customers
13824.0,45,1,96.96,2,1,1,21,Potential Loyalists
13825.0,30,2,255.59,3,3,2,33,Loyal Customers
13831.0,28,7,2479.57,3,4,4,34,Loyal Customers
13834.0,78,1,202.45,2,1,1,21,Potential Loyalists
13835.0,34,2,183.95,3,3,1,33,Loyal Customers
13842.0,69,3,364.14,2,3,2,23,Loyal Customers
13847.0,128,1,310.72,1,1,2,11,Lost Customers
13848.0,37,2,800.0,3,3,3,33,Loyal Customers
13849.0,33,1,509.65,3,1,3,31,Potential Loyalists
13851.0,88,1,199.29999999999998,1,1,1,11,Lost Customers
13852.0,19,1,187.35000000000002,3,1,1,31,Potential Loyalists
13854.0,16,6,1447.3700000000001,4,4,4,44,Champions
13855.0,5,3,1203.1000000000001,4,3,4,43,Loyal Customers
13856.0,7,2,196.03,4,3,1,43,Loyal Customers
13863.0,2,1,304.52000000000004,4,1,2,41,New Customers
13869.0,34,2,1755.04,3,3,4,33,Loyal Customers
13870.0,78,1,611.54,2,1,3,21,Potential Loyalists
13871.0,30,2,853.0,3,3,3,33,Loyal Customers
13872.0,35,2,616.43,3,3,3,33,Loyal Customers
13873.0,55,1,149.55,2,1,1,21,Potential Loyalists
13874.0,7,3,633.03,4,3,3,43,Loyal Customers
13875.0,33,4,1255.77,3,4,4,34,Loyal Customers
13877.0,98,1,154.83,1,1,1,11,Lost Customers
13878.0,13,1,627.18,4,1,3,41,New Customers
13879.0,54,1,395.5,2,1,2,21,Potential Loyalists
13881.0,21,3,3819.4,3,3,4,33,Loyal Customers
13883.0,8,5,1354.7,4,4,4,44,Champions
13889.0,60,2,630.68,2,3,3,23,Loyal Customers
13890.0,54,2,520.19,2,3,3,23,Loyal Customers
13895.0,145,1,831.0,1,1,3,11,Lost Customers
13896.0,34,1,388.55,3,1,2,31,Potential Loyalists
13897.0,86,1,482.67,1,1,3,11,Lost Customers
13900.0,33,1,260.5,3,1,2,31,Potential Loyalists
13901.0,12,3,1416.16,4,3,4,43,Loyal Customers
13902.0,41,5,34095.26,3,4,4,34,Loyal Customers
13905.0,141,1,312.65,1,1,2,11,Lost Customers
13907.0,100,1,136.8,1,1,1,11,Lost Customers
13911.0,1,6,705.04,4,4,3,44,Champions
13916.0,84,1,364.5,1,1,2,11,Lost Customers
13921.0,130,1,102.75,1,1,1,11,Lost Customers
13929.0,25,3,716.22,3,3,3,33,Loyal Customers
13931.0,32,4,2131.42,3,4,4,34,Loyal Customers
13935.0,5,3,6116.92,4,3,4,43,Loyal Customers
13939.0,8,2,293.13,4,3,2,43,Loyal Customers
13941.0,27,5,2696.21,3,4,4,34,Loyal Customers
13944.0,61,1,200.43,2,1,1,21,Potential Loyalists
13946.0,43,2,760.95,2,3,3,23,Loyal Customers
13948.0,57,2,262.31,2,3,2,23,Loyal Customers
13952.0,27,4,5175.86,3,4,4,34,Loyal Customers
13953.0,82,2,1125.0,1,3,4,13,Loyal Customers
13957.0,67,1,102.84,2,1,1,21,Potential Loyalists
13958.0,51,3,1299.3,2,3,4,23,Loyal Customers
13963.0,5,1,305.33,4,1,2,41,New Customers
13965.0,77,2,786.01,2,3,3,23,Loyal Customers
13969.0,33,1,360.95,3,1,2,31,Potential Loyalists
13971.0,18,2,586.91,4,3,3,43,Loyal Customers
13975.0,29,2,968.8,3,3,3,33,Loyal Customers
13976.0,77,1,275.41,2,1,2,21,Potential Loyalists
13979.0,56,2,678.49,2,3,3,23,Loyal Customers
13980.0,64,1,216.9,2,1,1,21,Potential Loyalists
13982.0,62,2,1055.6399999999999,2,3,4,23,Loyal Customers
13983.0,42,3,1732.31,2,3,4,23,Loyal Customers
13984.0,79,3,369.77,2,3,2,23,Loyal Customers
13985.0,76,1,224.35,2,1,1,21,Potential Loyalists
13988.0,34,1,310.2,3,1,2,31,Potential Loyalists
13993.0,1,4,1178.68,4,4,4,44,Champions
13995.0,7,4,699.52,4,4,3,44,Champions
13999.0,6,6,2033.45,4,4,4,44,Champions
14000.0,5,2,882.7,4,3,3,43,Loyal Customers
14003.0,141,1,209.41,1,1,1,11,Lost Customers
14006.0,4,2,716.9,4,3,3,43,Loyal Customers
14011.0,16,1,292.34,4,1,2,41,New Customers
14013.0,32,1,174.2,3,1,1,31,Potential Loyalists
14016.0,12,4,3881.22,4,4,4,44,Champions
14018.0,53,1,367.15000000000003,2,1,2,21,Potential Loyalists
14021.0,1,1,301.09000000000003,4,1,2,41,New Customers
14026.0,33,1,386.53000000000003,3,1,2,31,Potential Loyalists
14030.0,4,7,3213.08,4,4,4,44,Champions
14031.0,45,9,8096.74,2,4,4,24,Loyal Customers
14032.0,91,3,922.98,1,3,3,13,Loyal Customers
14035.0,21,1,214.32999999999998,3,1,1,31,Potential Loyalists
14037.0,53,3,530.82,2,3,3,23,Loyal Customers
14038.0,82,1,704.5500000000001,1,1,3,11,Lost Customers
14040.0,5,10,3548.79,4,4,4,44,Champions
14042.0,133,1,431.98,1,1,2,11,Lost Customers
14043.0,137,1,164.31,1,1,1,11,Lost Customers
14044.0,57,2,500.96,2,3,3,23,Loyal Customers
14045.0,52,2,726.0,2,3,3,23,Loyal Customers
14047.0,85,1,528.24,1,1,3,11,Lost Customers
14049.0,25,1,864.8,3,1,3,31,Potential Loyalists
14051.0,36,6,2980.02,3,4,4,34,Loyal Customers
14055.0,131,1,274.32,1,1,2,11,Lost Customers
14057.0,14,2,782.42,4,3,3,43,Loyal Customers
14060.0,47,1,167.75,2,1,1,21,Potential Loyalists
14061.0,132,2,553.4300000000001,1,3,3,13,Loyal Customers
14062.0,42,4,4857.45,2,4,4,24,Loyal Customers
14063.0,95,7,9471.5,1,4,4,14,Loyal Customers
14064.0,5,3,845.21,4,3,3,43,Loyal Customers
14068.0,11,3,1262.52,4,3,4,43,Loyal Customers
14070.0,93,1,326.55,1,1,2,11,Lost Customers
14072.0,75,1,390.85,2,1,2,21,Potential Loyalists
14074.0,31,1,219.39999999999998,3,1,1,31,Potential Loyalists
14078.0,29,1,364.47,3,1,2,31,Potential Loyalists
14079.0,90,1,243.63,1,1,1,11,Lost Customers
14080.0,37,3,694.65,3,3,3,33,Loyal Customers
14081.0,6,7,3099.43,4,4,4,44,Champions
14083.0,130,1,64.17,1,1,1,11,Lost Customers
14085.0,32,7,2640.27,3,4,4,34,Loyal Customers
14087.0,143,1,236.69,1,1,1,11,Lost Customers
14091.0,62,2,9530.08,2,3,4,23,Loyal Customers
14092.0,4,4,979.19,4,4,3,44,Champions
14095.0,131,1,2.95,1,1,1,11,Lost Customers
14097.0,54,1,132.0,2,1,1,21,Potential Loyalists
14099.0,11,3,1023.59,4,3,4,43,Loyal Customers
14101.0,30,1,656.72,3,1,3,31,Potential Loyalists
14103.0,73,1,0.0,2,1,1,21,Potential Loyalists
14105.0,19,2,2090.35,3,3,4,33,Loyal Customers
14106.0,145,1,214.79999999999998,1,1,1,11,Lost Customers
14107.0,138,1,163.26,1,1,1,11,Lost Customers
14108.0,139,2,447.05,1,3,2,13,Loyal Customers
14110.0,11,7,2266.35,4,4,4,44,Champions
14112.0,62,1,1033.55,2,1,4,21,Potential Loyalists
14113.0,69,5,1421.19,2,4,4,24,Loyal Customers
14114.0,15,1,313.75,4,1,2,41,New Customers
14115.0,75,1,117.80000000000001,2,1,1,21,Potential Loyalists
14119.0,126,1,66.48,1,1,1,11,Lost Customers
14122.0,137,2,131.58999999999997,1,3,1,13,Loyal Customers
14123.0,141,1,436.18,1,1,2,11,Lost Customers
14130.0,136,1,358.32,1,1,2,11,Lost Customers
14131.0,57,1,187.87,2,1,1,21,Potential Loyalists
14133.0,142,1,305.5,1,1,2,11,Lost Customers
14134.0,9,6,4495.4,4,4,4,44,Champions
14135.0,54,3,1942.28,2,3,4,23,Loyal Customers
14136.0,53,3,909.23,2,3,3,23,Loyal Customers
14137.0,104,1,332.7,1,1,2,11,Lost Customers
14142.0,54,1,359.53000000000003,2,1,2,21,Potential Loyalists
14145.0,19,1,1383.6,3,1,4,31,Potential Loyalists
14146.0,42,4,1433.61,2,4,4,24,Loyal Customers
14147.0,49,1,248.2,2,1,2,21,Potential Loyalists
14151.0,81,2,679.45,1,3,3,13,Loyal Customers
14152.0,67,1,301.31,2,1,2,21,Potential Loyalists
14154.0,104,1,530.34,1,1,3,11,Lost Customers
14156.0,2,41,97173.91,4,4,4,44,Champions
14157.0,54,1,152.85,2,1,1,21,Potential Loyalists
14159.0,39,4,1162.58,3,4,4,34,Loyal Customers
14160.0,18,7,8421.47,4,4,4,44,Champions
14161.0,44,2,957.1,2,3,3,23,Loyal Customers
14166.0,34,1,111.95,3,1,1,31,Potential Loyalists
14167.0,32,2,324.3,3,3,2,33,Loyal Customers
14171.0,139,1,135.0,1,1,1,11,Lost Customers
14172.0,14,3,402.72,4,3,2,43,Loyal Customers
14173.0,50,2,135.16,2,3,1,23,Loyal Customers
14175.0,36,1,851.96,3,1,3,31,Potential Loyalists
14177.0,60,2,473.74,2,3,3,23,Loyal Customers
14182.0,4,1,157.3,4,1,1,41,New Customers
14186.0,1,2,661.21,4,3,3,43,Loyal Customers
14190.0,74,1,79.9,2,1,1,21,Potential Loyalists
14191.0,137,1,15.9,1,1,1,11,Lost Customers
14194.0,55,3,1509.39,2,3,4,23,Loyal Customers
14195.0,42,1,807.2,2,1,3,21,Potential Loyalists
14198.0,69,2,282.89,2,3,2,23,Loyal Customers
14200.0,26,1,379.2,3,1,2,31,Potential Loyalists
14202.0,33,1,241.20000000000002,3,1,1,31,Potential Loyalists
14204.0,146,1,371.27000000000004,1,1,2,11,Lost Customers
14205.0,51,1,232.65,2,1,1,21,Potential Loyalists
14207.0,96,1,157.8,1,1,1,11,Lost Customers
14209.0,5,3,858.15,4,3,3,43,Loyal Customers
14210.0,13,3,1447.32,4,4,4,44,Champions
14211.0,91,2,408.40000000000003,1,3,2,13,Loyal Customers
14215.0,96,2,1259.11,1,3,4,13,Loyal Customers
14221.0,20,1,445.40000000000003,3,1,2,31,Potential Loyalists
14225.0,104,1,643.5,1,1,3,11,Lost Customers
14227.0,78,1,438.03,2,1,2,21,Potential Loyalists
14233.0,52,1,425.3,2,1,2,21,Potential Loyalists
14235.0,28,1,374.18,3,1,2,31,Potential Loyalists
14238.0,71,2,287.38,2,3,2,23,Loyal Customers
14239.0,26,6,844.55,3,4,3,34,Loyal Customers
14241.0,104,1,120.0,1,1,1,11,Lost Customers
14244.0,69,1,366.41999999999996,2,1,2,21,Potential Loyalists
14249.0,40,3,1337.64,3,4,4,34,Loyal Customers
14253.0,31,1,205.35000000000002,3,1,1,31,Potential Loyalists
14256.0,103,1,953.5,1,1,3,11,Lost Customers
14257.0,56,1,1189.34,2,1,4,21,Potential Loyalists
14258.0,10,6,8895.86,4,4,4,44,Champions
14264.0,20,1,482.58,3,1,3,31,Potential Loyalists
14265.0,20,1,252.51999999999998,3,1,2,31,Potential Loyalists
14274.0,95,1,256.6,1,1,2,11,Lost Customers
14275.0,16,1,177.6,4,1,1,41,New Customers
14276.0,69,1,307.89,2,1,2,21,Potential Loyalists
14277.0,103,2,587.87,1,3,3,13,Loyal Customers
14279.0,89,1,110.5,1,1,1,11,Lost Customers
14282.0,71,1,897.0,2,1,3,21,Potential Loyalists
14284.0,62,1,704.4,2,1,3,21,Potential Loyalists
14285.0,67,2,427.84999999999997,2,3,2,23,Loyal Customers
14286.0,48,3,2613.02,2,4,4,24,Loyal Customers
14290.0,50,2,1385.1100000000001,2,3,4,23,Loyal Customers
14291.0,30,2,1439.88,3,3,4,33,Loyal Customers
14292.0,39,1,704.58,3,1,3,31,Potential Loyalists
14293.0,95,3,1259.35,1,4,4,14,Loyal Customers
14295.0,139,2,598.85,1,3,3,13,Loyal Customers
14298.0,28,12,10341.39,3,4,4,34,Loyal Customers
14299.0,18,8,4399.93,4,4,4,44,Champions
14301.0,75,1,307.25,2,1,2,21,Potential Loyalists
14302.0,71,2,471.25,2,3,3,23,Loyal Customers
14306.0,86,1,302.08,1,1,2,11,Lost Customers
14307.0,35,3,1036.76,3,4,4,34,Loyal Customers
14315.0,43,1,365.43,2,1,2,21,Potential Loyalists
14316.0,38,1,385.38,3,1,2,31,Potential Loyalists
14320.0,70,2,562.21,2,3,3,23,Loyal Customers
14322.0,46,2,153.60000000000002,2,3,1,23,Loyal Customers
14324.0,102,1,361.81,1,1,2,11,Lost Customers
14327.0,38,3,945.32,3,4,3,34,Loyal Customers
14329.0,60,3,1308.08,2,4,4,24,Loyal Customers
14330.0,32,1,200.63,3,1,1,31,Potential Loyalists
14341.0,34,5,1241.61,3,4,4,34,Loyal Customers
14343.0,42,2,725.69,2,3,3,23,Loyal Customers
14344.0,12,2,651.97,4,3,3,43,Loyal Customers
14347.0,145,1,82.6,1,1,1,11,Lost Customers
14355.0,35,1,301.14,3,1,2,31,Potential Loyalists
14365.0,90,1,324.5,1,1,2,11,Lost Customers
14369.0,50,2,469.13,2,3,3,23,Loyal Customers
14370.0,34,2,566.4,3,3,3,33,Loyal Customers
14372.0,7,1,590.35,4,1,3,41,New Customers
14376.0,91,1,215.46,1,1,1,11,Lost Customers
14378.0,30,1,131.25,3,1,1,31,Potential Loyalists
14380.0,90,1,48.96,1,1,1,11,Lost Customers
14388.0,5,3,1158.07,4,4,4,44,Champions
14395.0,5,2,877.11,4,3,3,43,Loyal Customers
14396.0,57,4,1180.94,2,4,4,24,Loyal Customers
14399.0,41,2,682.5,3,3,3,33,Loyal Customers
14400.0,40,1,656.25,3,1,3,31,Potential Loyalists
14401.0,57,4,1336.94,2,4,4,24,Loyal Customers
14402.0,61,1,285.6,2,1,2,21,Potential Loyalists
14403.0,47,1,176.39999999999998,2,1,1,21,Potential Loyalists
14404.0,15,5,809.59,4,4,3,44,Champions
14408.0,38,2,730.44,3,3,3,33,Loyal Customers
14413.0,90,2,465.5,1,3,2,13,Loyal Customers
14415.0,9,3,1801.76,4,4,4,44,Champions
14420.0,100,1,400.8,1,1,2,11,Lost Customers
14421.0,92,2,1021.5,1,3,4,13,Loyal Customers
14422.0,47,4,1481.18,2,4,4,24,Loyal Customers
14423.0,103,1,244.79999999999998,1,1,2,11,Lost Customers
14425.0,131,2,422.29,1,3,2,13,Loyal Customers
14426.0,53,1,437.24,2,1,2,21,Potential Loyalists
14427.0,40,1,595.1,3,1,3,31,Potential Loyalists
14430.0,15,1,635.5,4,1,3,41,New Customers
14431.0,96,1,537.25,1,1,3,11,Lost Customers
14439.0,92,2,3939.08,1,3,4,13,Loyal Customers
14440.0,6,4,2093.75,4,4,4,44,Champions
14441.0,17,3,887.49,4,4,3,44,Champions
14442.0,99,1,838.75,1,1,3,11,Lost Customers
14450.0,19,1,196.07999999999998,3,1,1,31,Potential Loyalists
14451.0,2,4,934.2,4,4,3,44,Champions
14454.0,79,2,323.9,2,3,2,23,Loyal Customers
14459.0,60,1,3537.821,2,1,4,21,Potential Loyalists
14460.0,76,2,221.4,2,3,1,23,Loyal Customers
14461.0,28,2,802.87,3,3,3,33,Loyal Customers
14464.0,35,1,60.0,3,1,1,31,Potential Loyalists
14465.0,41,4,969.24,3,4,3,34,Loyal Customers
14466.0,58,4,892.3,2,4,3,24,Loyal Customers
14467.0,42,2,262.94,2,3,2,23,Loyal Customers
14468.0,142,1,204.24,1,1,1,11,Lost Customers
14469.0,28,2,1141.47,3,3,4,33,Loyal Customers
14471.0,141,1,208.82999999999998,1,1,1,11,Lost Customers
14472.0,98,1,291.38,1,1,2,11,Lost Customers
14477.0,112,1,165.0,1,1,1,11,Lost Customers
14478.0,91,2,578.68,1,3,3,13,Loyal Customers
14479.0,142,1,355.13,1,1,2,11,Lost Customers
14480.0,126,1,303.85,1,1,2,11,Lost Customers
14481.0,21,2,893.4,3,3,3,33,Loyal Customers
14483.0,145,1,120.0,1,1,1,11,Lost Customers
14484.0,46,2,528.6800000000001,2,3,3,23,Loyal Customers
14489.0,21,1,450.85,3,1,2,31,Potential Loyalists
14492.0,27,1,214.11,3,1,1,31,Potential Loyalists
14493.0,1,2,859.45,4,3,3,43,Loyal Customers
14494.0,140,1,114.3,1,1,1,11,Lost Customers
14495.0,68,1,51.0,2,1,1,21,Potential Loyalists
14496.0,42,1,754.26,2,1,3,21,Potential Loyalists
14497.0,82,1,221.69,1,1,1,11,Lost Customers
14505.0,28,5,2048.78,3,4,4,34,Loyal Customers
14506.0,8,1,391.5,4,1,2,41,New Customers
14507.0,58,2,407.9,2,3,2,23,Loyal Customers
14512.0,141,1,153.28,1,1,1,11,Lost Customers
14514.0,20,3,1621.28,3,4,4,34,Loyal Customers
14519.0,92,2,206.09,1,3,1,13,Loyal Customers
14522.0,4,4,784.08,4,4,3,44,Champions
14525.0,4,4,1167.04,4,4,4,44,Champions
14527.0,6,32,13455.37,4,4,4,44,Champions
14530.0,35,3,617.45,3,4,3,34,Loyal Customers
14532.0,9,4,1785.1200000000001,4,4,4,44,Champions
14533.0,19,1,475.46,3,1,3,31,Potential Loyalists
14534.0,42,1,371.7,2,1,2,21,Potential Loyalists
14535.0,32,2,1390.74,3,3,4,33,Loyal Customers
14537.0,32,1,285.84000000000003,3,1,2,31,Potential Loyalists
14538.0,91,1,452.6,1,1,2,11,Lost Customers
14540.0,84,4,1143.91,1,4,4,14,Loyal Customers
14541.0,3,4,634.58,4,4,3,44,Champions
14543.0,34,7,3443.0,3,4,4,34,Loyal Customers
14545.0,82,1,349.25,1,1,2,11,Lost Customers
14546.0,79,2,1032.64,2,3,4,23,Loyal Customers
14548.0,18,4,1126.39,4,4,4,44,Champions
14549.0,2,2,510.31,4,3,3,43,Loyal Customers
14551.0,90,1,148.85,1,1,1,11,Lost Customers
14552.0,1,1,173.72,4,1,1,41,New Customers
14555.0,130,1,290.65,1,1,2,11,Lost Customers
14556.0,4,3,835.34,4,4,3,44,Champions
14558.0,63,3,655.5,2,4,3,24,Loyal Customers
14560.0,54,8,1919.8,2,4,4,24,Loyal Customers
14562.0,18,4,645.07,4,4,3,44,Champions
14563.0,1,1,529.79,4,1,3,41,New Customers
14564.0,144,1,989.18,1,1,4,11,Lost Customers
14569.0,12,1,183.45,4,1,1,41,New Customers
14572.0,30,1,379.04,3,1,2,31,Potential Loyalists
14573.0,108,1,236.8,1,1,1,11,Lost Customers
14574.0,141,1,143.70000000000002,1,1,1,11,Lost Customers
14577.0,90,2,323.74,1,3,2,13,Loyal Customers
14583.0,29,1,256.83,3,1,2,31,Potential Loyalists
14584.0,38,2,393.21,3,3,2,33,Loyal Customers
14590.0,20,12,1880.3,3,4,4,34,Loyal Customers
14593.0,55,5,1208.0,2,4,4,24,Loyal Customers
14595.0,96,1,202.35,1,1,1,11,Lost Customers
14596.0,35,1,229.47,3,1,1,31,Potential Loyalists
14602.0,64,1,205.35999999999999,2,1,1,21,Potential Loyalists
14604.0,42,1,143.85999999999999,2,1,1,21,Potential Loyalists
14605.0,5,3,589.96,4,4,3,44,Champions
14606.0,1,38,7741.62,4,4,4,44,Champions
14607.0,39,5,6375.27,3,4,4,34,Loyal Customers
14608.0,137,2,581.22,1,3,3,13,Loyal Customers
14609.0,77,1,53.28,2,1,1,21,Potential Loyalists
14611.0,7,1,291.4,4,1,2,41,New Customers
14613.0,89,1,76.32000000000001,1,1,1,11,Lost Customers
14621.0,92,1,518.35,1,1,3,11,Lost Customers
14623.0,4,2,375.83,4,3,2,43,Loyal Customers
14624.0,13,1,250.53,4,1,2,41,New Customers
14625.0,89,2,1034.07,1,3,4,13,Loyal Customers
14626.0,20,3,1219.03,3,4,4,34,Loyal Customers
14628.0,50,2,693.73,2,3,3,23,Loyal Customers
14637.0,85,1,106.67999999999999,1,1,1,11,Lost Customers
14639.0,70,1,745.47,2,1,3,21,Potential Loyalists
14640.0,33,2,807.1,3,3,3,33,Loyal Customers
14643.0,26,3,986.08,3,4,3,34,Loyal Customers
14644.0,144,1,338.5,1,1,2,11,Lost Customers
14645.0,43,1,279.8,2,1,2,21,Potential Loyalists
14646.0,5,29,87536.13,4,4,4,44,Champions
14648.0,6,5,1399.17,4,4,4,44,Champions
14649.0,53,2,929.14,2,3,3,23,Loyal Customers
14651.0,40,2,376.85,3,3,2,33,Loyal Customers
14653.0,90,3,1126.03,1,4,4,14,Loyal Customers
14654.0,147,1,246.86,1,1,2,11,Lost Customers
14655.0,4,1,972.54,4,1,3,41,New Customers
14656.0,12,1,144.45,4,1,1,41,New Customers
14662.0,41,2,221.65,3,3,1,33,Loyal Customers
14665.0,1,1,279.6,4,1,2,41,New Customers
14667.0,7,10,4326.13,4,4,4,44,Champions
14669.0,42,4,1973.94,2,4,4,24,Loyal Customers
14670.0,140,1,190.47,1,1,1,11,Lost Customers
14672.0,89,1,155.86,1,1,1,11,Lost Customers
14676.0,26,2,884.88,3,3,3,33,Loyal Customers
14677.0,1,1,184.91,4,1,1,41,New Customers
14679.0,139,1,438.74,1,1,2,11,Lost Customers
14680.0,5,22,13578.77,4,4,4,44,Champions
14681.0,53,2,168.0,2,3,1,23,Loyal Customers
14682.0,32,2,469.22,3,3,3,33,Loyal Customers
14685.0,33,7,3866.34,3,4,4,34,Loyal Customers
14686.0,67,2,316.97,2,3,2,23,Loyal Customers
14692.0,25,1,170.12,3,1,1,31,Potential Loyalists
14694.0,25,1,244.31,3,1,1,31,Potential Loyalists
14695.0,141,2,984.03,1,3,3,13,Loyal Customers
14701.0,93,1,501.23,1,1,3,11,Lost Customers
14702.0,9,6,1850.46,4,4,4,44,Champions
14704.0,32,1,119.84,3,1,1,31,Potential Loyalists
14706.0,27,1,390.69,3,1,2,31,Potential Loyalists
14709.0,3,5,1767.1200000000001,4,4,4,44,Champions
14710.0,1,4,346.68,4,4,2,44,Champions
14713.0,25,4,796.86,3,4,3,34,Loyal Customers
14714.0,96,1,149.0,1,1,1,11,Lost Customers
14715.0,98,1,286.43,1,1,2,11,Lost Customers
14717.0,142,1,81.3,1,1,1,11,Lost Customers
14723.0,13,2,278.16,4,3,2,43,Loyal Customers
